,id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
128,ec8e61d2-a84b-4d5d-ab8d-59d618f5e662,128,"""全国生态状况调查评估技术规范""","""生态环境部""","""生态环境部主导制定并发布该系列技术规范，用于指导全国生态状况调查评估工作。""",9.0,35,['ce42c61043d04e8737bd8299c46faf658e114ebaf43b4188b9de8976606945d7f47b78247b19d71ba63c1fe61d632ac3f98a03fbf3f30307367e569572845e40']
129,b16108a5-0985-4740-8bc6-fde68849c9af,129,"""全国生态状况调查评估技术规范""","""生态系统质量评估""","""全国生态状况调查评估技术规范包含了生态系统质量评估的标准。""",1.0,40,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
130,2a2f2ac8-273a-4816-97f7-4e502943cc12,130,"""森林生态系统野外观测""","""HJ 1167—2021""","""HJ 1167—2021标准专门针对森林生态系统野外观测活动。""",10.0,5,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
131,9a0bd628-0590-4647-82da-547b5a26056e,131,"""草地生态系统野外观测""","""HJ 1168—2021""","""HJ 1168—2021标准专门针对草地生态系统野外观测活动。""",10.0,5,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
132,4381420f-08c7-4a48-8c6b-3cf03e2de88d,132,"""湿地生态系统野外观测""","""HJ 1169—2021""","""HJ 1169—2021标准专门针对湿地生态系统野外观测活动。""",10.0,5,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
133,32528fcd-bac4-4193-86c9-c3503ed0c101,133,"""荒漠生态系统野外观测""","""HJ 1170—2021""","""HJ 1170—2021标准专门针对荒漠生态系统野外观测活动。""",10.0,5,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
134,30eec107-3cde-40aa-89be-6f7b18a543a4,134,"""生态系统格局评估""","""HJ 1171—2021""","""HJ 1171—2021标准专门针对生态系统格局评估活动。""",10.0,5,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
135,c5aa2708-1e3e-4d91-908f-4b8b7455535c,135,"""生态系统质量评估""","""HJ 1172—2021""","""HJ 1172—2021标准专门针对生态系统质量评估活动。""",1.0,19,['d6f6a59923d26bd7cbf7f5efebdfbf5570ba80967e6f8ae2243887f9a97568a22aeeafe4075efaa6756bd980b623dc672487c8b0e62b6242a76f1e9452bc45ac']
136,f10b64cf-b499-4124-b66a-692708bb2d28,136,"""生态环境部法规与标准司""","""全国生态状况调查评估技术规范""","""生态环境部法规与标准司组织制订了全国生态状况调查评估技术规范。""",9.0,26,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
137,1314af1f-4d68-41e7-bc66-04ae02c29a70,137,"""中国科学院生态环境研究中心""","""全国生态状况调查评估技术规范""","""中国科学院生态环境研究中心作为主要起草单位参与了全国生态状况调查评估技术规范的制定。""",8.0,28,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
138,3abc31e4-33c9-42ab-b531-be62ee2a83cd,138,"""生态环境部卫星环境应用中心""","""全国生态状况调查评估技术规范""","""生态环境部卫星环境应用中心作为主要起草单位参与了全国生态状况调查评估技术规范的制定。""",8.0,28,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
139,0b01de0a-dd81-442b-a6cf-514812d6edde,139,"""全国生态状况调查评估技术规范""","""HJ 1171—2021""","""HJ 1171—2021是《全国生态状况调查评估技术规范》系列标准中关于生态系统格局评估的部分。""",10.0,28,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
140,37c75bbf-4149-4f57-a5b1-4d9481d10b75,140,"""全国生态状况调查评估技术规范""","""HJ 1172—2021""","""HJ 1172—2021是《全国生态状况调查评估技术规范》系列标准中关于生态系统质量评估的部分。""",10.0,29,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
141,d1b6e42c-d964-4678-888a-951d4ac68e71,141,"""全国生态状况调查评估技术规范""","""HJ 1174—2021""","""HJ 1174—2021是《全国生态状况调查评估技术规范》系列标准中关于生态问题评估的部分。""",10.0,27,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
142,a3d3efbd-9c19-4654-961d-b8f5c17877b2,142,"""全国生态状况调查评估技术规范""","""HJ 1175—2021""","""HJ 1175—2021是《全国生态状况调查评估技术规范》系列标准中关于项目尺度生态影响评估的部分。""",10.0,27,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
143,a2009165-315f-4d90-9b0a-b3504b4ba2f7,143,"""全国生态状况调查评估技术规范""","""HJ 1176—2021""","""HJ 1176—2021是《全国生态状况调查评估技术规范》系列标准中关于数据质量控制与集成的部分。""",1.0,34,['aa3aea36a9e7b7b29d0121e8226848ae2c79e6420a4e900710645b64b34be3ee9c5d7709abf75f27780c9940c32d64ec1c479c3b2ef8dbf81809ffc479bdddca']
144,e3ab5074-15b7-43e4-aab4-3464062e7f1c,144,"""生态环境部""","""HJ 1176—2021""","""生态环境部组织制订并批准了HJ 1176—2021标准。""",10.0,19,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
145,bacc92a4-3390-4b5b-93d3-6f35241eb969,145,"""生态环境部""","""中国科学院生态环境研究中心""","""生态环境部与中国科学院生态环境研究中心合作起草本标准。""",7.0,13,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
146,0264397d-96d5-49d2-afa3-eeb26bd471d6,146,"""生态环境部""","""生态环境部卫星环境应用中心""","""生态环境部与卫星环境应用中心合作起草本标准。""",1.0,13,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
147,e0981af5-699d-4490-8302-3691d60de2b6,147,"""生态环境部""","""全国""","""生态环境部制定的标准适用于全国范围内的生态系统评估。""",7.0,12,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
148,a04b521a-cb08-49b2-921c-d76509e38ec5,148,"""生态环境部""","""省级行政区域""","""生态环境部制定的标准适用于各省级行政区域的生态系统评估。""",1.0,12,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
149,ad9d43a9-b0ab-42d2-ba32-183ca54b6b9e,149,"""中国科学院生态环境研究中心""","""HJ 1176—2021""","""中国科学院生态环境研究中心是HJ 1176—2021标准的主要起草单位之一。""",9.0,12,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
150,4f59cd79-b1ff-4db6-b007-14bc99bf270e,150,"""生态环境部卫星环境应用中心""","""HJ 1176—2021""","""生态环境部卫星环境应用中心是HJ 1176—2021标准的主要起草单位之一。""",9.0,12,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
151,62bec364-e719-4dc6-824d-623cf244f8bb,151,"""自然生态保护司""","""HJ 1176—2021""","""自然生态保护司参与组织制订了HJ 1176—2021标准。""",8.0,10,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
152,47fda03a-3e6a-4700-bf04-e965fb4f0099,152,"""法规与标准司""","""HJ 1176—2021""","""法规与标准司参与组织制订了HJ 1176—2021标准。""",8.0,10,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
153,033539f4-4265-4e05-92c8-886f47920db2,153,"""HJ 1176—2021""","""全国""","""HJ 1176—2021标准适用于全国陆域生态系统服务功能评估。""",8.0,11,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
154,6f397950-e15e-4c5a-958c-8281df1f571c,154,"""HJ 1176—2021""","""省级行政区域""","""HJ 1176—2021标准适用于省级行政区域的陆域生态系统评估。""",8.0,11,['fda78ba44916d4b17b4444731eda1f9398dd4563dee295da93d582c15a4671f616ec68d4e7686000fc2023600c47ba8f9ec2cd50989d8319bd7633419e01c871']
155,2d428b09-e437-4e35-96d3-2bfea74b630d,155,"""HJ 1170 全国生态状况调查评估技术规范""","""生态系统服务""","""HJ 1170 全国生态状况调查评估技术规范定义了生态系统服务的术语和定义。""
""该技术规范明确定义了生态系统服务的概念及其在荒漠生态系统评估中的应用。""",17.0,6,['e915ffb1a1d765fb256fbcb2158bff21279c14bf35e5b147bdf55059ee1983864e0acbeffa7f3e355cfeeee0d38e97fdb498848f25bb0b38aa315dd57afbc4d0']
156,e5407267-77cc-496f-8094-eb986e45fb91,156,"""HJ 1170 全国生态状况调查评估技术规范""","""水源涵养""","""该技术规范将水源涵养列为生态系统服务的关键功能之一，并给出科学定义。""
""HJ 1170 全国生态状况调查评估技术规范定义了水源涵养的术语和定义。""",17.0,5,['e915ffb1a1d765fb256fbcb2158bff21279c14bf35e5b147bdf55059ee1983864e0acbeffa7f3e355cfeeee0d38e97fdb498848f25bb0b38aa315dd57afbc4d0']
157,5cc0b7af-501c-431b-ab50-fef04d6b1733,157,"""HJ 1170 全国生态状况调查评估技术规范""","""土壤保持""","""该技术规范将土壤保持作为生态系统服务的重要组成部分进行标准化定义。""
""HJ 1170 全国生态状况调查评估技术规范定义了土壤保持的术语和定义。""",10.0,6,['e915ffb1a1d765fb256fbcb2158bff21279c14bf35e5b147bdf55059ee1983864e0acbeffa7f3e355cfeeee0d38e97fdb498848f25bb0b38aa315dd57afbc4d0']
158,e47c466d-9412-49f8-9b58-3a1598ad43de,158,"""生态系统服务""","""水源涵养""","""水源涵养是生态系统服务的重要功能之一，二者具有从属关系。""",8.0,5,['e915ffb1a1d765fb256fbcb2158bff21279c14bf35e5b147bdf55059ee1983864e0acbeffa7f3e355cfeeee0d38e97fdb498848f25bb0b38aa315dd57afbc4d0']
159,7a0b57fb-842b-4827-bf94-9fdd736f3398,159,"""生态系统服务""","""土壤保持""","""土壤保持是生态系统服务的核心功能之一，二者具有从属关系。""",1.0,6,['e915ffb1a1d765fb256fbcb2158bff21279c14bf35e5b147bdf55059ee1983864e0acbeffa7f3e355cfeeee0d38e97fdb498848f25bb0b38aa315dd57afbc4d0']
160,41ddeb2f-3625-4385-a890-c1a52bedd600,160,"""河川""","""生态系统""","""生态系统通过其结构和过程调节河川流量，增加水资源量。""",8.0,5,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
161,a7d7a397-5ad6-43e4-8ec0-2239bf718e98,161,"""土壤""","""生态系统""","""生态系统保护土壤，降低雨水侵蚀能力，减少土壤流失。""",9.0,8,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
162,9548aa9f-d93a-470e-9bd3-a64db1f30c3f,162,"""生态系统""","""生物多样性""","""生态系统在维持生物多样性方面发挥关键作用。""",1.0,5,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
163,9690edfb-b2d9-45d3-985e-cf2a142be52b,163,"""生态系统""","""生态系统服务功能评估""","""生态系统是评估的对象，其服务功能通过标准方法进行评估。""",8.0,9,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
164,70897a2d-48fb-4e7d-a7a4-8a32128592aa,164,"""遥感""","""生态系统服务功能评估""","""遥感技术为生态系统服务功能评估提供数据支持。""",7.0,6,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
165,d2194e50-40ee-4874-b735-ab4fd0f0c302,165,"""地面调查数据""","""生态系统服务功能评估""","""地面调查数据是生态系统服务功能评估的重要基础。""",1.0,6,['3118e0bab6d366fdebdafe3021e3ac7e9967622477e505e0024ca32c11a9290d847609b2506e8b239873f5d2896f34c4ca44b511b0ca9238dc71c28433afc76b']
166,726f6b87-fb62-407d-a464-2794a1fe53ab,166,"""水源涵养量""","""水量平衡方程""","""水源涵养量的计算依赖于水量平衡方程这一技术方法。""",8.0,2,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
167,b8f8c6ef-306d-47d1-bb05-186c1ebb0f71,167,"""土壤保持量""","""修正土壤流失方程""","""土壤保持量的计算依赖于修正土壤流失方程（RUSLE）这一技术方法。""",8.0,2,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
168,fc661763-0a84-4425-9e24-d93c384e66d9,168,"""防风固沙量""","""修正风力侵蚀模型""","""防风固沙量的计算依赖于修正风力侵蚀模型（REWQ）这一技术方法。""",8.0,6,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
169,bf45e53f-d5b0-4b8b-a301-c7718fe7e789,169,"""生境不可替代性指数""","""MARXAN""","""生境不可替代性指数的计算依赖于Marxan模型这一技术方法。""",1.0,4,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
170,3fa5936b-b95e-447c-9a72-0948b05f4787,170,"""世界自然保护联盟""","""珍稀濒危物种数量""","""该联盟发布的红色名录是评估珍稀濒危物种数量的国际标准。""",1.0,3,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
171,7bd24009-2334-4094-b916-1c3fe59a3650,171,"""国家重点保护野生物种名录""","""珍稀濒危物种数量""","""名录用于评估珍稀濒危物种数量的重要参考依据。""",9.0,4,['3767f6af26f76117d828cd006dda6dfe0bd71c3a1ebd6363fe0cb8c401c61ad3628e1d51b5cca53cfcdafa8df072b9fb82a3c7f03abd5b5b9dd0144279558c1c']
172,9634f5bc-7999-4135-8780-4e5e3f1f0a65,172,"""RUSLE""","""土壤保持""","""RUSLE is specifically designed for calculating soil conservation quantities.""
""RUSLE模型用于计算土壤保持量。""",17.0,4,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
173,800b3a2f-4520-4418-a48f-8ce98c7792eb,173,"""REWQ""","""防风固沙""","""REWQ is specifically designed for calculating sand fixation quantities.""
""REWQ模型用于计算固沙量。""",17.0,2,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
174,6cebcbcc-2c44-4d6f-b391-ab90e292588a,174,"""MARXAN""","""生境不可替代性""","""Marxan模型用于计算生境不可替代性指数。""
""Marxan is specifically used for calculating habitat irreplaceability index.""",17.0,3,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
175,911ec659-6768-4a2f-b54a-9f9f009e7e2b,175,"""HJ 1168""","""物种丰富度""","""HJ 1168是统计物种丰富度的参考标准之一。""
""HJ 1168 is one of the standards used for species richness investigation.""",15.0,4,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
176,8c486a55-31aa-413b-8fbe-4742d37ea57f,176,"""HJ 1169""","""物种丰富度""","""HJ 1169 is one of the standards used for species richness investigation.""
""HJ 1169是统计物种丰富度的参考标准之一。""",15.0,4,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
177,57dc6b61-61d5-4a26-b68f-620c5ebb702e,177,"""HJ 1170""","""物种丰富度""","""HJ 1170 is one of the standards used for species richness investigation.""
""HJ 1170是统计物种丰富度的参考标准之一。""",9.0,4,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
178,ac02ec0e-f3c7-42a2-9734-5b0def3cb665,178,"""国家重点保护野生物种名录""","""珍稀濒危物种""","""This list is used for identifying rare and endangered species in China.""",9.0,4,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
179,2562fa39-5eea-4cb6-949e-46baaec69140,179,"""世界自然保护联盟红色名录""","""珍稀濒危物种""","""The IUCN Red List is used for identifying globally rare and endangered species.""",1.0,3,['e2c4241383ff8a9184c01636cee068ffd80d963182775c4e540cb22b0e2b7418873690e70697b6069f165fea5be8301f1c2822acd576c8961809d3759a883551']
180,78356aeb-ef41-4d8b-816e-c6860d036065,180,"""TIMES S""","""R""","""times S organization appears to be working with soil erosion factors including R""",6.0,9,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
181,e3b5c22f-aa06-441f-8dce-2bb5c660dab5,181,"""TIMES S""","""K""","""times S organization appears to be working with soil erosion factors including K""",6.0,8,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
182,05821531-78d1-4c5a-b687-a49d916440f8,182,"""TIMES S""","""L""","""times S organization appears to be working with soil erosion factors including L""",6.0,8,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
183,73db85b4-d10e-454a-8ae8-ae718a9d82e8,183,"""TIMES S""","""S""","""times S organization appears to be working with soil erosion factors including S""",6.0,8,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
184,95c4c233-7fac-4784-80c5-79e72b6ff685,184,"""TIMES S""","""C""","""times S organization appears to be working with soil erosion factors including C""",6.0,12,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
185,c39c6a4b-d5b8-46a1-9f6a-4c0929bb97e2,185,"""Q_{SE\_A}""","""R""","""Q_{se\_a} 的计算依赖于降雨侵蚀力因子 R。""",8.0,10,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
186,bf9b1a1f-b43c-413c-bb3c-82382a830f57,186,"""Q_{SE\_A}""","""K""","""Q_{se\_a} 的计算依赖于土壤可蚀性因子 K。""",8.0,9,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
187,bc128a17-8ed9-4b1d-885d-22b353f01085,187,"""Q_{SE\_A}""","""L""","""Q_{se\_a} 的计算依赖于坡长因子 L。""",8.0,9,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
188,55cc396e-8816-47fc-b063-a19634394b4b,188,"""Q_{SE\_A}""","""S""","""Q_{se\_a} 的计算依赖于坡度因子 S。""",8.0,9,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
189,73485adb-d5bf-41f4-abb2-a5996ce3f098,189,"""Q_{SE\_A}""","""C""","""Q_{se\_a} 的计算依赖于植被覆盖因子 C。""",8.0,13,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
190,3628d9f7-6020-42b4-a656-46163dddff79,190,"""Q_{SE\_A}""","""Q_{SE\_P}""","""Q_{se\_p} 和 Q_{se\_a} 是潜在和实际土壤侵蚀量的计算公式，相互关联。""",1.0,8,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
191,322cc53a-1fa9-4a1a-aea3-9039db1b95da,191,"""Q_{SR}""","""Q_{SE\_P}""","""Q_{sr} 和 Q_{se\_p} 是土壤保持和潜在侵蚀的计算公式，相互关联。""",7.0,3,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
192,601f9bc8-40da-4db8-9449-71140649c15b,192,"""R""","""K""","""R and K are both factors used together in soil erosion calculations""",8.0,7,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
193,c836578e-49fd-4156-851e-11376558d8ae,193,"""R""","""C""","""C and R interact in determining actual soil erosion rates""",1.0,11,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
194,d93228f9-1fa6-4137-93b8-87a4aaa59681,194,"""L""","""S""","""L and S are both topographic factors used together in soil erosion calculations""",8.0,6,['587a952e96fae6e77f3dc79462f3ee06e6bac72a1580821326417c6fad48c56bf5a1aa6f04e7bd50082668c15cfd048067d7c06288b390d94549e5ba0685c659']
195,5f25b2ae-e3ef-4ca4-84ec-ebfa7764581c,195,"""降雨侵蚀力空间数据""","""土壤可蚀性因子""","""降雨侵蚀力空间数据与土壤可蚀性因子共同用于评价土壤侵蚀的敏感程度。""",1.0,7,['f74cbb69835f180662daa248cb29d3ce105854c68f0e8e800b389f30fcaa84a9324e63757e22505b5b4e417da550b7e701904345a38eb75a67419c59e108d745']
196,e42e03a9-cc77-4349-a924-6dfce3583d2d,196,"""降雨侵蚀力空间数据""","""气象站点""","""气象站点提供原始降雨数据用于生成降雨侵蚀力空间数据。""",9.0,4,['f74cbb69835f180662daa248cb29d3ce105854c68f0e8e800b389f30fcaa84a9324e63757e22505b5b4e417da550b7e701904345a38eb75a67419c59e108d745']
197,2b32d7a7-fc08-4b14-86ec-2f6df9c62637,197,"""降雨侵蚀力空间数据""","""侵蚀性降雨日""","""侵蚀性降雨日是天数计算的基础，直接影响降雨侵蚀力空间数据的生成。""",8.0,6,['f74cbb69835f180662daa248cb29d3ce105854c68f0e8e800b389f30fcaa84a9324e63757e22505b5b4e417da550b7e701904345a38eb75a67419c59e108d745']
198,1f2b25c9-ff22-4718-b686-feb058c82dd4,198,"""暖季""","""侵蚀性降雨日""","""暖季使用特定参数计算侵蚀性降雨日的降雨侵蚀力。""",7.0,4,['f74cbb69835f180662daa248cb29d3ce105854c68f0e8e800b389f30fcaa84a9324e63757e22505b5b4e417da550b7e701904345a38eb75a67419c59e108d745']
199,b7a7557f-eb5c-4dd9-9b61-98704752dae3,199,"""冷季""","""侵蚀性降雨日""","""冷季使用特定参数计算侵蚀性降雨日的降雨侵蚀力。""",1.0,4,['f74cbb69835f180662daa248cb29d3ce105854c68f0e8e800b389f30fcaa84a9324e63757e22505b5b4e417da550b7e701904345a38eb75a67419c59e108d745']
200,002471a1-b87d-4a7c-a072-990ba4db50ef,200,"""土壤""","""砂粒""","""砂粒是土壤的组成部分，其含量直接影响土壤的可蚀性。""",8.0,6,['f720cae199b981e175d188ed6be70795e850ee51486e0fb5484f0b5e9a9b3745ab6f8c7bd4fc5a09241a8784d100f3a90fd92e35b20cc3b53e287fc4c3bcc13b']
201,ba5b911f-d4eb-4133-8066-12e5e2524f9a,201,"""土壤""","""粉粒""","""粉粒是土壤的组成部分，其含量直接影响土壤的可蚀性。""",8.0,6,['f720cae199b981e175d188ed6be70795e850ee51486e0fb5484f0b5e9a9b3745ab6f8c7bd4fc5a09241a8784d100f3a90fd92e35b20cc3b53e287fc4c3bcc13b']
202,fc5c9f1a-7bb6-4ba4-ab52-7de12833efe6,202,"""土壤""","""侵蚀-生产力评价模型""","""侵蚀-生产力评价模型用于评估土壤的可蚀性因子。""",1.0,6,['f720cae199b981e175d188ed6be70795e850ee51486e0fb5484f0b5e9a9b3745ab6f8c7bd4fc5a09241a8784d100f3a90fd92e35b20cc3b53e287fc4c3bcc13b']
203,2b4e9f94-1262-4880-95d4-b3d9f8c69970,203,"""砂粒""","""土壤可蚀性因子""","""砂粒百分含量是计算土壤可蚀性因子的关键参数之一。""",9.0,6,['f720cae199b981e175d188ed6be70795e850ee51486e0fb5484f0b5e9a9b3745ab6f8c7bd4fc5a09241a8784d100f3a90fd92e35b20cc3b53e287fc4c3bcc13b']
204,362527f4-7a86-4b5e-ab9c-60d6dfa5ef4e,204,"""粉粒""","""土壤可蚀性因子""","""粉粒百分含量是计算土壤可蚀性因子的关键参数之一。""",9.0,6,['f720cae199b981e175d188ed6be70795e850ee51486e0fb5484f0b5e9a9b3745ab6f8c7bd4fc5a09241a8784d100f3a90fd92e35b20cc3b53e287fc4c3bcc13b']
